,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
270,Masters,2017,Pune,2,26,Female,No,4,1
2549,Bachelors,2016,Bangalore,3,30,Male,No,2,1
4104,Bachelors,2016,Pune,3,29,Male,Yes,5,0
4148,Bachelors,2015,Bangalore,3,29,Male,No,2,1
4185,Bachelors,2015,Bangalore,3,22,Male,No,0,0
1491,Bachelors,2015,New Delhi,2,27,Female,Yes,5,1
3204,PHD,2013,Pune,3,35,Male,No,0,0
4593,Masters,2017,New Delhi,2,24,Male,No,2,1
914,Masters,2013,New Delhi,1,24,Male,Yes,2,1
2210,Masters,2017,New Delhi,3,29,Male,No,2,0
587,Bachelors,2016,Pune,3,26,Male,No,4,0
1751,Masters,2017,Bangalore,2,25,Male,No,3,0
286,Bachelors,2018,Bangalore,3,26,Male,No,4,1
3438,Bachelors,2016,Bangalore,3,40,Male,No,0,1
2027,Masters,2017,Pune,2,30,Female,No,2,0
1682,Bachelors,2016,Bangalore,3,27,Male,No,5,1
976,Bachelors,2014,Pune,3,26,Male,No,4,1
357,Masters,2017,Pune,3,28,Male,No,1,1
1460,Bachelors,2012,Pune,3,24,Male,No,2,0
4279,PHD,2015,New Delhi,3,31,Male,No,3,0
2314,Bachelors,2015,Pune,2,29,Female,No,2,1
2315,Masters,2018,Pune,3,26,Male,No,4,1
3549,Masters,2017,New Delhi,3,41,Female,No,2,0
4605,Masters,2017,New Delhi,3,40,Female,No,1,0
2584,Bachelors,2014,Bangalore,3,26,Male,No,4,1
4261,PHD,2016,New Delhi,3,33,Male,No,0,1
1663,Masters,2014,New Delhi,3,25,Female,No,3,0
342,Bachelors,2012,Pune,3,24,Female,No,2,1
498,Bachelors,2018,Pune,3,25,Male,No,3,1
1990,Bachelors,2015,New Delhi,2,29,Female,No,1,1
3336,Bachelors,2014,Bangalore,3,36,Female,No,3,0
2899,Bachelors,2012,Bangalore,3,29,Male,Yes,2,0
3751,Bachelors,2017,Bangalore,3,41,Female,No,2,0
2727,Bachelors,2016,Bangalore,3,27,Male,No,5,0
4307,PHD,2018,New Delhi,3,38,Female,No,5,1
4202,Bachelors,2012,Bangalore,3,36,Female,No,3,0
2524,Masters,2017,New Delhi,2,29,Female,No,2,0
448,Bachelors,2012,Pune,3,27,Male,No,5,0
15,Bachelors,2017,Bangalore,1,29,Male,No,3,0
2499,Bachelors,2012,Pune,3,26,Male,No,4,0
2787,Bachelors,2017,Bangalore,1,30,Male,No,2,0
856,Bachelors,2016,New Delhi,3,27,Female,No,5,0
64,Bachelors,2016,Bangalore,3,34,Male,No,4,0
2240,Masters,2017,New Delhi,2,28,Male,No,1,1
4269,Bachelors,2014,Pune,3,26,Male,No,4,0
1479,Masters,2017,New Delhi,2,26,Male,Yes,4,1
1967,Masters,2017,New Delhi,2,24,Male,No,2,1
2564,Masters,2014,Pune,3,30,Male,No,2,0
2019,PHD,2018,New Delhi,2,29,Female,No,1,1
1197,Bachelors,2013,Pune,2,26,Male,No,4,0
1418,Bachelors,2013,Bangalore,3,25,Male,No,3,0
1309,Masters,2017,New Delhi,2,25,Male,Yes,3,1
381,Bachelors,2015,Pune,2,25,Female,No,3,1
3987,Bachelors,2013,Bangalore,1,38,Male,No,6,0
1884,Bachelors,2013,Bangalore,3,27,Male,No,5,0
4611,Masters,2014,New Delhi,3,24,Male,No,2,0
96,Bachelors,2016,Bangalore,3,31,Female,No,0,0
1050,Masters,2017,New Delhi,3,24,Male,No,2,0
2830,Bachelors,2014,Bangalore,3,30,Male,No,0,0
1687,Masters,2012,Pune,3,26,Male,No,4,1
698,Bachelors,2017,New Delhi,3,27,Female,Yes,5,0
927,Bachelors,2017,Pune,3,24,Male,No,2,0
103,Bachelors,2015,Pune,2,28,Female,Yes,1,1
748,Bachelors,2013,Pune,3,27,Male,No,5,0
2250,Bachelors,2012,New Delhi,3,30,Male,No,1,0
3001,Bachelors,2014,Pune,3,31,Male,Yes,1,0
2034,Bachelors,2014,Bangalore,3,26,Female,No,4,0
4351,Bachelors,2015,Bangalore,3,34,Female,No,2,0
8,Bachelors,2016,Pune,3,23,Male,No,1,0
1860,Bachelors,2017,Bangalore,3,24,Male,No,2,0
1662,Bachelors,2013,Bangalore,3,24,Female,No,2,0
3455,Bachelors,2015,New Delhi,3,32,Female,No,2,0
577,Bachelors,2017,Pune,2,26,Female,No,4,1
4380,Masters,2018,New Delhi,3,35,Male,No,2,1
5,Bachelors,2016,Bangalore,3,22,Male,No,0,0
3653,Masters,2017,New Delhi,2,40,Male,No,4,0
3475,Bachelors,2017,New Delhi,2,35,Female,No,5,0
1033,Bachelors,2016,Bangalore,3,28,Male,No,3,1
3387,Masters,2015,New Delhi,3,37,Male,No,2,0
4452,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2305,Bachelors,2015,Bangalore,3,28,Female,No,2,0
56,Bachelors,2016,Bangalore,3,38,Male,No,2,0
260,Bachelors,2017,Bangalore,3,28,Male,No,1,0
3889,Bachelors,2017,Pune,3,31,Female,No,0,1
821,Bachelors,2017,Bangalore,3,25,Male,No,3,0
253,Bachelors,2017,Bangalore,3,28,Male,No,2,0
913,Masters,2013,New Delhi,1,24,Female,No,2,0
2676,Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
967,Masters,2018,New Delhi,3,25,Female,No,3,1
2913,Bachelors,2012,New Delhi,3,28,Female,No,0,0
3887,Bachelors,2013,Bangalore,3,38,Male,No,2,0
4089,Bachelors,2013,Bangalore,3,39,Male,No,3,0
1746,Bachelors,2013,New Delhi,3,24,Female,No,2,0
605,Masters,2015,Pune,2,28,Female,No,3,0
3953,Bachelors,2013,Bangalore,1,34,Male,No,4,1
661,Bachelors,2014,Bangalore,3,28,Female,No,2,0
3342,Bachelors,2017,Bangalore,3,36,Female,No,3,0
4126,Bachelors,2015,Bangalore,3,35,Female,No,1,1
3388,Bachelors,2015,Bangalore,3,40,Female,No,1,0
160,Bachelors,2014,Bangalore,3,28,Female,No,3,0
227,Bachelors,2018,Bangalore,3,25,Male,No,3,1
2488,Bachelors,2013,Pune,3,27,Female,No,5,0
756,Masters,2016,New Delhi,3,28,Male,No,1,0
2701,Bachelors,2017,New Delhi,3,27,Male,No,5,0
874,Bachelors,2015,Pune,2,26,Female,No,4,1
3631,Bachelors,2015,Bangalore,3,31,Male,No,4,0
4078,Bachelors,2013,Pune,3,35,Male,No,1,0
1217,Masters,2017,New Delhi,3,24,Female,No,2,1
1957,Bachelors,2013,Bangalore,3,26,Male,No,4,0
4276,Bachelors,2012,New Delhi,3,32,Female,No,0,0
2436,Bachelors,2014,New Delhi,3,28,Female,No,2,0
1520,Bachelors,2017,New Delhi,3,28,Female,No,0,0
1117,Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
3390,Bachelors,2012,Bangalore,3,39,Male,No,3,0
1204,Bachelors,2012,Bangalore,3,24,Male,No,2,0
572,Bachelors,2013,Bangalore,3,28,Male,Yes,3,0
2653,Bachelors,2015,Pune,3,28,Female,No,3,1
244,Bachelors,2014,Bangalore,3,25,Male,No,3,0
987,Bachelors,2013,Pune,3,26,Male,No,4,0
3096,Bachelors,2012,Bangalore,1,36,Male,No,3,0
295,Bachelors,2015,Bangalore,3,26,Female,Yes,4,1
1335,Bachelors,2015,Pune,2,27,Female,No,5,1
896,Bachelors,2013,Bangalore,3,27,Male,No,5,0
3538,Bachelors,2012,Bangalore,3,39,Female,No,2,0
642,Bachelors,2018,Bangalore,3,27,Male,No,5,1
1680,Masters,2017,Bangalore,1,26,Male,No,4,0
226,Bachelors,2015,Pune,2,27,Female,Yes,5,1
2127,Masters,2012,New Delhi,1,29,Female,No,1,0
2807,Bachelors,2018,Bangalore,3,28,Male,No,0,1
1718,Bachelors,2015,Pune,3,27,Female,Yes,5,1
4065,Bachelors,2016,Bangalore,1,30,Male,No,4,1
2169,Bachelors,2013,Bangalore,3,28,Male,Yes,1,0
3074,Bachelors,2015,Pune,2,34,Female,No,5,1
778,Bachelors,2016,Bangalore,3,25,Male,No,3,0
2513,Bachelors,2014,Bangalore,3,26,Male,No,4,0
915,Bachelors,2014,Bangalore,3,26,Male,No,4,0
938,Masters,2017,Bangalore,2,28,Male,Yes,2,1
70,Bachelors,2018,Bangalore,3,23,Female,No,1,1
2174,Bachelors,2018,Bangalore,3,29,Male,No,1,1
1037,Masters,2014,Pune,3,26,Male,No,4,1
266,Bachelors,2015,New Delhi,3,26,Female,No,4,0
2107,Masters,2017,Pune,2,30,Male,No,2,0
4223,Masters,2017,Pune,2,38,Female,No,2,0
327,Masters,2017,New Delhi,3,24,Male,No,2,0
549,Bachelors,2012,Bangalore,3,26,Male,No,4,0
3235,Bachelors,2017,Pune,2,34,Female,No,5,1
1819,Bachelors,2016,Bangalore,3,25,Male,Yes,3,1
4092,Bachelors,2015,Pune,3,23,Female,No,1,1
3741,Bachelors,2012,Bangalore,3,35,Male,No,1,1
3650,Bachelors,2015,Bangalore,3,40,Male,No,5,0
3723,Bachelors,2018,Pune,3,35,Female,No,0,1
3986,Bachelors,2014,Bangalore,3,35,Male,Yes,5,0
99,Bachelors,2015,Bangalore,3,24,Female,No,2,1
2327,Masters,2017,New Delhi,2,30,Male,Yes,2,0
1847,Bachelors,2016,Bangalore,3,26,Male,Yes,4,0
2498,Bachelors,2017,New Delhi,2,28,Female,No,0,0
1757,PHD,2014,Bangalore,3,28,Female,No,0,0
3198,Bachelors,2012,Bangalore,1,32,Male,No,1,1
2456,Bachelors,2016,Bangalore,3,26,Male,No,4,0
4450,Bachelors,2013,Pune,3,36,Female,No,0,1
1824,Masters,2017,New Delhi,1,24,Female,No,2,0
3108,Bachelors,2013,Bangalore,3,31,Female,Yes,3,1
2480,Bachelors,2014,Bangalore,3,28,Male,No,1,0
1805,Bachelors,2014,New Delhi,3,26,Male,No,4,0
2649,Bachelors,2017,Pune,2,28,Female,No,3,1
1223,Bachelors,2013,Bangalore,3,25,Male,Yes,3,0
3497,Bachelors,2017,Pune,3,37,Female,No,5,0
4087,PHD,2013,Bangalore,3,28,Male,No,4,0
3428,Bachelors,2017,Bangalore,2,38,Female,No,5,1
2492,Bachelors,2016,Bangalore,3,29,Female,No,1,1
1032,Bachelors,2017,New Delhi,2,27,Female,No,5,0
3473,Bachelors,2015,New Delhi,2,33,Female,No,4,1
3462,Bachelors,2013,Bangalore,3,38,Female,No,4,0
893,Bachelors,2018,Bangalore,3,25,Male,No,3,1
1830,Bachelors,2017,Pune,3,28,Male,No,1,0
2336,Bachelors,2014,Pune,3,30,Male,No,1,0
989,Bachelors,2018,Bangalore,3,27,Female,No,5,1
1931,Bachelors,2015,Bangalore,3,25,Male,No,3,0
1425,Bachelors,2014,Pune,2,26,Female,No,4,1
2867,Bachelors,2014,Pune,1,26,Female,No,4,1
2292,Bachelors,2015,Pune,2,28,Female,No,1,1
2219,Bachelors,2016,Bangalore,3,28,Female,No,1,0
4002,Bachelors,2015,New Delhi,3,36,Female,No,2,0
4503,Bachelors,2018,Bangalore,3,31,Male,Yes,0,1
4467,Bachelors,2014,Bangalore,3,29,Male,Yes,0,0
1947,Bachelors,2013,Bangalore,3,25,Female,No,3,0
900,Bachelors,2012,Pune,3,27,Male,No,5,0
3150,Bachelors,2012,Bangalore,3,34,Male,No,4,0
3411,Bachelors,2015,Bangalore,3,39,Female,No,0,0
772,Masters,2013,New Delhi,3,25,Male,Yes,3,1
629,Bachelors,2013,Bangalore,3,25,Male,Yes,3,0
4508,Bachelors,2017,Pune,2,23,Female,No,1,1
313,Bachelors,2017,Bangalore,1,25,Male,No,3,0
194,Bachelors,2013,New Delhi,3,25,Female,No,3,0
258,Bachelors,2013,New Delhi,1,27,Female,No,5,0
1970,Masters,2012,New Delhi,3,27,Female,No,5,0
3525,Bachelors,2017,Bangalore,3,41,Male,No,5,1
4474,Bachelors,2012,Bangalore,3,25,Male,No,3,0
2994,Bachelors,2013,Pune,1,39,Female,No,0,1
1362,Bachelors,2015,Bangalore,3,24,Male,No,2,1
4238,Bachelors,2014,Pune,3,31,Female,No,2,0
1190,Bachelors,2018,Bangalore,3,25,Male,Yes,3,1
3779,Bachelors,2014,Bangalore,3,40,Female,No,4,0
2919,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1603,Bachelors,2017,New Delhi,3,25,Male,No,3,0
1189,Masters,2018,New Delhi,3,24,Male,No,2,1
4513,Masters,2017,New Delhi,3,26,Male,No,4,1
3686,Bachelors,2016,Pune,3,41,Male,Yes,5,0
3370,Masters,2017,Pune,2,36,Male,No,2,0
1745,Masters,2014,New Delhi,3,24,Male,No,2,0
2821,Bachelors,2012,Bangalore,3,28,Female,No,4,0
3914,PHD,2017,Pune,3,41,Male,No,2,0
287,Bachelors,2012,Bangalore,3,26,Male,No,4,0
3009,Bachelors,2015,Pune,3,41,Male,No,5,0
2378,Bachelors,2015,Bangalore,3,29,Male,No,2,1
3944,Bachelors,2012,Pune,3,32,Male,No,1,0
2700,Bachelors,2014,Bangalore,3,27,Male,No,5,0
2139,Bachelors,2014,Bangalore,3,27,Male,No,5,1
2106,Bachelors,2013,Bangalore,3,27,Male,No,5,1
2562,Bachelors,2013,Pune,3,27,Female,No,5,1
1384,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2359,Bachelors,2015,Pune,2,30,Female,No,2,1
1548,Bachelors,2018,Bangalore,3,26,Male,No,4,1
63,Bachelors,2014,Pune,1,22,Female,No,0,1
4084,Masters,2017,Pune,2,23,Male,No,1,1
699,Masters,2017,Pune,1,24,Male,No,2,0
1950,Bachelors,2017,New Delhi,2,26,Male,No,4,0
114,Masters,2017,New Delhi,2,28,Male,No,2,0
3494,Bachelors,2017,Bangalore,2,32,Female,No,2,1
616,Bachelors,2017,New Delhi,2,26,Male,No,4,0
1937,Masters,2017,Bangalore,2,27,Male,No,5,0
838,Bachelors,2015,Bangalore,3,26,Female,No,4,1
457,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2237,Bachelors,2015,Bangalore,3,30,Male,No,1,0
463,Bachelors,2018,Bangalore,3,28,Male,No,1,1
2309,Masters,2017,Pune,2,30,Male,No,1,0
1724,Bachelors,2015,Pune,2,24,Female,No,2,1
1945,Bachelors,2015,Bangalore,3,24,Male,No,2,0
3996,Bachelors,2017,New Delhi,3,36,Female,No,0,0
2454,Bachelors,2017,Pune,3,26,Female,No,4,1
584,Bachelors,2014,Bangalore,3,25,Male,No,3,0
85,Bachelors,2016,Pune,2,36,Male,No,0,1
828,Bachelors,2012,Bangalore,3,28,Male,Yes,3,1
2783,Masters,2017,New Delhi,3,30,Male,No,3,1
689,Bachelors,2014,Pune,2,26,Female,No,4,1
4017,PHD,2017,New Delhi,3,40,Male,No,3,0
4545,Bachelors,2015,Bangalore,3,38,Female,No,2,0
3601,Bachelors,2015,Bangalore,3,38,Male,No,3,1
4445,Bachelors,2016,Bangalore,3,27,Male,No,5,0
3029,Bachelors,2017,Pune,2,38,Female,No,0,0
612,Bachelors,2016,Bangalore,3,26,Male,No,4,0
1800,Bachelors,2016,Bangalore,3,27,Male,No,5,0
51,Bachelors,2015,Pune,2,26,Female,No,4,1
852,Bachelors,2013,Pune,2,25,Male,Yes,3,1
119,Bachelors,2017,New Delhi,2,25,Male,No,3,0
749,Bachelors,2013,Bangalore,3,26,Female,No,4,0
4211,Bachelors,2017,Pune,3,23,Male,No,1,0
3160,Bachelors,2014,Bangalore,3,36,Female,No,1,1
1313,Bachelors,2014,New Delhi,3,28,Female,Yes,2,0
2731,Bachelors,2014,Bangalore,3,27,Male,No,5,0
1196,Bachelors,2018,Bangalore,3,26,Male,Yes,4,1
4317,Bachelors,2012,Pune,3,31,Male,No,3,0
797,Masters,2017,New Delhi,2,25,Male,No,3,1
3640,Bachelors,2015,Pune,2,40,Female,Yes,5,1
1167,Bachelors,2016,Bangalore,3,28,Female,No,5,0
1516,PHD,2016,New Delhi,3,24,Female,No,2,0
3600,Bachelors,2013,Bangalore,3,33,Male,No,1,0
212,Masters,2013,Bangalore,2,28,Female,No,2,1
1729,Bachelors,2015,New Delhi,2,27,Female,No,5,1
2036,Bachelors,2013,New Delhi,3,29,Female,No,1,1
1890,Bachelors,2013,Bangalore,1,27,Female,No,5,0
523,Bachelors,2013,Bangalore,3,25,Male,No,3,0
3604,Bachelors,2016,Bangalore,3,33,Male,No,1,0
2051,Bachelors,2012,Bangalore,2,27,Female,No,5,1
3332,Bachelors,2012,Bangalore,3,40,Male,No,3,0
2249,Bachelors,2012,Bangalore,3,29,Male,Yes,2,0
3790,Bachelors,2014,New Delhi,3,38,Female,No,0,0
4044,Bachelors,2016,Bangalore,3,24,Male,No,2,0
2892,Bachelors,2018,Bangalore,3,29,Male,No,3,1
3555,Bachelors,2015,New Delhi,2,33,Female,No,3,1
4030,Bachelors,2012,Pune,2,26,Female,No,4,1
1140,Masters,2017,New Delhi,2,28,Female,No,2,0
49,Bachelors,2013,Bangalore,3,30,Female,No,1,0
2260,Masters,2018,Bangalore,3,26,Male,No,4,1
2242,Masters,2014,New Delhi,3,27,Male,No,5,0
1503,Bachelors,2016,Pune,2,24,Female,No,2,1
3657,Bachelors,2013,Bangalore,3,38,Male,No,0,0
1095,Bachelors,2013,New Delhi,3,27,Female,No,5,0
683,Masters,2013,New Delhi,2,24,Male,No,2,1
2975,Masters,2018,New Delhi,3,28,Female,No,2,1
2516,Masters,2013,Bangalore,3,30,Male,No,5,1
4652,Bachelors,2015,Bangalore,3,33,Male,Yes,4,0
1218,Bachelors,2017,Pune,3,24,Male,No,2,0
2388,Bachelors,2015,Pune,2,29,Female,Yes,1,1
880,Bachelors,2017,Bangalore,3,27,Male,No,5,0
1090,Bachelors,2018,Pune,2,27,Female,No,5,1
2161,Bachelors,2013,Bangalore,3,27,Male,No,5,0
1489,Bachelors,2015,Pune,3,27,Female,No,5,1
621,Bachelors,2014,New Delhi,3,28,Female,No,3,0
4632,Bachelors,2018,Bangalore,3,31,Female,No,2,1
963,Bachelors,2014,Pune,3,25,Male,No,3,0
435,Bachelors,2015,Pune,3,26,Female,Yes,4,1
2758,Bachelors,2015,Pune,3,27,Male,No,5,0
4558,Bachelors,2017,Bangalore,3,40,Male,No,5,0
3049,Bachelors,2017,Bangalore,3,33,Male,No,2,0
4259,Bachelors,2018,Pune,3,28,Male,Yes,0,1
1565,Bachelors,2013,Bangalore,3,25,Female,No,3,0
2526,Bachelors,2014,Bangalore,1,27,Male,No,5,1
656,Bachelors,2018,Bangalore,1,25,Male,Yes,3,0
1912,Bachelors,2014,Bangalore,2,26,Female,No,4,1
219,Masters,2012,New Delhi,3,26,Male,No,4,1
40,Bachelors,2015,Bangalore,3,36,Male,No,1,0
2842,Bachelors,2017,Bangalore,3,28,Female,No,2,1
54,Bachelors,2017,New Delhi,3,31,Female,Yes,5,0
4403,Bachelors,2014,Bangalore,1,31,Female,No,5,0
1518,Bachelors,2016,Bangalore,3,26,Male,No,4,0
4108,Bachelors,2012,Bangalore,3,39,Male,No,3,0
922,Bachelors,2015,Bangalore,3,26,Male,No,4,0
1996,Bachelors,2013,Pune,3,26,Male,No,4,0
1661,Bachelors,2017,Bangalore,2,28,Female,No,1,0
1803,Bachelors,2016,Bangalore,3,26,Female,No,4,0
1456,Bachelors,2012,Bangalore,3,27,Male,No,5,0
2354,Masters,2017,New Delhi,2,26,Female,Yes,4,1
4587,Bachelors,2014,Pune,1,33,Female,No,2,1
3403,Bachelors,2014,Bangalore,3,35,Female,No,4,0
1925,Masters,2017,Pune,2,27,Female,No,5,0
3967,Bachelors,2012,Bangalore,3,40,Female,No,5,0
3379,Bachelors,2012,Bangalore,3,31,Female,No,3,0
3840,Bachelors,2016,Bangalore,3,37,Female,No,4,0
3672,Masters,2017,New Delhi,2,40,Female,No,2,0
615,Bachelors,2012,Bangalore,3,26,Male,No,4,0
733,Bachelors,2013,Bangalore,3,25,Male,No,3,1
2028,Bachelors,2015,Pune,2,30,Female,Yes,1,1
795,Masters,2015,Pune,2,24,Female,No,2,0
1421,Bachelors,2017,Bangalore,1,25,Male,No,3,0
4554,Bachelors,2015,Pune,3,28,Female,No,1,1
2449,Bachelors,2016,Pune,3,26,Female,No,4,1
3571,Bachelors,2018,Bangalore,3,38,Male,Yes,3,1
1180,Bachelors,2015,Pune,2,28,Female,No,3,1
530,Masters,2017,New Delhi,2,26,Female,No,4,0
1285,Bachelors,2015,Pune,2,26,Female,No,4,1
1337,Bachelors,2015,Bangalore,3,25,Male,No,3,0
2639,Bachelors,2012,Pune,3,29,Male,No,0,0
50,PHD,2017,New Delhi,3,34,Male,No,2,0
1537,Bachelors,2015,Bangalore,3,24,Female,No,2,0
2647,Bachelors,2013,Bangalore,3,29,Female,No,5,0
211,Masters,2017,Pune,2,27,Female,No,5,0
904,Bachelors,2018,Bangalore,3,26,Male,No,4,1
339,Bachelors,2013,Bangalore,3,27,Male,No,5,0
2820,Bachelors,2012,Bangalore,3,28,Male,No,2,0
4201,Masters,2013,Bangalore,2,29,Male,No,1,1
1586,Masters,2013,New Delhi,3,24,Female,Yes,2,1
3008,Masters,2017,Bangalore,3,41,Female,No,2,1
3745,Bachelors,2012,Bangalore,3,33,Male,No,1,0
136,Masters,2017,New Delhi,1,25,Female,No,3,1
2086,Masters,2017,Pune,2,29,Male,No,2,0
252,Bachelors,2014,Bangalore,3,27,Male,No,5,0
0,Bachelors,2017,Bangalore,3,34,Male,No,0,0
3186,Bachelors,2014,Bangalore,3,38,Male,No,2,0
1187,Bachelors,2012,Pune,3,28,Male,No,2,0
509,Bachelors,2018,Bangalore,3,28,Male,No,2,1
3608,Bachelors,2016,New Delhi,2,36,Female,No,4,1
4124,Bachelors,2013,Bangalore,1,27,Female,No,5,0
216,Masters,2017,New Delhi,3,27,Male,No,5,1
2812,Bachelors,2015,Pune,2,28,Female,No,3,1
3735,Bachelors,2012,Pune,2,36,Female,No,5,1
1524,Bachelors,2017,Bangalore,3,24,Female,No,2,0
2461,Bachelors,2012,Bangalore,3,27,Male,No,5,0
1040,Bachelors,2013,Bangalore,3,26,Male,No,4,0
4032,Bachelors,2014,Pune,3,37,Male,No,4,0
560,Bachelors,2015,Pune,2,28,Female,No,3,1
2093,Bachelors,2017,Bangalore,3,26,Male,No,4,1
230,Bachelors,2014,Pune,3,24,Male,No,2,0
2047,Bachelors,2016,New Delhi,3,28,Female,No,2,0
865,Masters,2017,Pune,2,26,Male,No,4,0
2377,Bachelors,2017,Bangalore,3,28,Male,No,2,0
4390,Masters,2017,New Delhi,2,26,Female,No,4,0
3951,Bachelors,2016,Bangalore,3,39,Female,No,4,0
4417,Bachelors,2015,Pune,2,36,Female,No,3,1
855,Bachelors,2014,Pune,3,28,Male,No,2,0
1094,Bachelors,2015,Pune,2,27,Female,No,5,1
4266,PHD,2013,Bangalore,3,40,Male,No,1,0
3515,Masters,2015,Pune,2,33,Female,No,4,0
1049,Bachelors,2012,Pune,1,27,Female,No,5,1
165,Bachelors,2014,Bangalore,3,27,Male,No,5,0
387,Bachelors,2015,Bangalore,3,26,Female,Yes,4,1
4569,PHD,2017,New Delhi,3,31,Female,No,5,0
3771,Bachelors,2012,Bangalore,3,36,Female,No,5,0
4567,Bachelors,2017,Pune,3,28,Male,No,3,0
3125,Bachelors,2013,New Delhi,3,36,Female,No,5,0
3906,Bachelors,2014,Pune,2,38,Female,No,3,1
2368,Bachelors,2017,New Delhi,2,28,Female,No,1,0
1903,Bachelors,2013,New Delhi,2,24,Female,No,2,1
1329,Bachelors,2016,Pune,3,25,Male,No,3,0
2570,Bachelors,2013,Bangalore,3,28,Male,No,5,0
320,Bachelors,2017,Bangalore,3,28,Female,No,2,0
827,Bachelors,2017,Bangalore,3,28,Male,No,2,1
2880,Bachelors,2015,New Delhi,3,28,Female,No,3,0
3071,Bachelors,2016,Bangalore,3,39,Male,No,0,1
933,Masters,2012,Bangalore,3,27,Male,No,5,1
574,Bachelors,2018,Bangalore,3,27,Male,No,5,1
4191,Bachelors,2012,Pune,3,24,Male,Yes,2,0
2187,Bachelors,2017,Bangalore,3,28,Female,No,1,0
59,Masters,2017,Pune,2,36,Male,No,2,1
1722,Masters,2017,Pune,2,25,Male,No,3,0
4456,Bachelors,2012,Bangalore,3,36,Female,No,4,0
2261,Bachelors,2012,Bangalore,3,26,Male,No,4,0
3809,Bachelors,2015,Bangalore,3,34,Female,No,4,0
3561,Bachelors,2014,Bangalore,3,37,Male,No,5,0
3702,Bachelors,2014,Pune,2,37,Female,No,5,1
4486,Bachelors,2017,Pune,3,27,Male,No,5,0
1740,Bachelors,2017,Bangalore,3,27,Male,No,5,0
3857,Bachelors,2013,Bangalore,3,36,Female,No,5,0
4360,Bachelors,2017,New Delhi,3,28,Female,No,1,1
822,Bachelors,2017,Bangalore,3,25,Male,No,3,0
1989,Bachelors,2014,New Delhi,3,28,Female,No,3,0
3490,Bachelors,2016,Bangalore,3,35,Male,No,4,0
1505,Bachelors,2014,Pune,3,27,Male,Yes,5,0
3100,Bachelors,2015,Pune,2,34,Female,No,2,1
1080,Bachelors,2014,Bangalore,3,25,Male,No,3,0
4411,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2744,Bachelors,2014,Bangalore,3,28,Male,No,4,0
565,Bachelors,2015,Pune,3,26,Male,No,4,0
2944,Bachelors,2013,Bangalore,2,26,Female,No,4,1
1296,Bachelors,2017,Pune,2,26,Male,No,4,0
198,Bachelors,2015,Bangalore,3,28,Male,Yes,2,0
1466,Bachelors,2017,Bangalore,3,28,Female,No,5,0
3464,Masters,2017,Bangalore,3,40,Male,No,4,1
3486,Masters,2016,New Delhi,3,41,Male,No,5,1
1638,PHD,2018,New Delhi,3,26,Male,No,4,1
1754,Bachelors,2017,New Delhi,3,28,Female,No,4,0
122,Bachelors,2015,New Delhi,3,25,Female,No,3,0
128,Bachelors,2018,Bangalore,3,25,Male,No,3,1
4579,Bachelors,2013,Bangalore,3,24,Male,No,2,0
2963,Bachelors,2016,Bangalore,3,30,Female,No,3,0
823,Bachelors,2017,Bangalore,3,24,Male,No,2,1
77,Bachelors,2017,Bangalore,3,23,Female,No,1,0
155,Masters,2012,New Delhi,3,26,Female,No,4,0
3948,Bachelors,2014,Bangalore,3,37,Female,No,3,0
1566,Bachelors,2017,Bangalore,3,24,Male,No,2,0
2885,Masters,2015,Pune,2,30,Female,No,1,0
3397,Bachelors,2013,Bangalore,3,40,Male,No,4,0
431,Masters,2017,New Delhi,2,27,Male,Yes,5,1
3852,Bachelors,2017,Bangalore,3,33,Male,No,0,1
4525,Bachelors,2014,Bangalore,3,26,Male,No,4,0
1897,Bachelors,2014,New Delhi,3,28,Male,No,1,0
1913,Masters,2017,New Delhi,2,25,Female,No,3,0
3395,Bachelors,2013,Bangalore,3,32,Male,No,0,0
508,Masters,2017,Pune,3,25,Male,No,3,1
3282,Bachelors,2014,Bangalore,3,39,Male,No,5,0
4589,Bachelors,2015,Bangalore,3,39,Female,No,0,0
444,Bachelors,2017,Bangalore,3,28,Male,No,1,0
19,Bachelors,2016,New Delhi,2,22,Female,No,0,1
3290,Bachelors,2013,Bangalore,2,38,Female,No,1,1
2116,Bachelors,2015,Bangalore,3,26,Male,No,4,0
4556,PHD,2014,Bangalore,1,34,Female,No,3,0
3923,Masters,2012,Bangalore,3,39,Female,No,3,1
2619,Bachelors,2015,Bangalore,3,30,Male,No,4,0
1987,Bachelors,2017,Bangalore,3,28,Male,No,2,0
1287,Bachelors,2015,Bangalore,3,24,Female,No,2,1
2195,Bachelors,2013,New Delhi,3,26,Female,No,4,0
946,Bachelors,2017,New Delhi,3,26,Male,No,4,0
3325,Masters,2014,New Delhi,3,33,Male,No,3,0
3292,Bachelors,2014,Bangalore,3,39,Male,No,5,1
